name,health-resource,address,lat,long
GOODY'S DRUGSTORE,pharmacy,"Cor. Salvani- Alvaniz St. Poblacion, Patnongon, Antique",10.9131434,121.9959579
TABLETAS 2 PHARMACY &amp; MEDICAL SUPPLIES,pharmacy,"CV Ramos Avenue, Purok Tapulanga, Brgy. Taculing, Bacolod City, Negros Occidental",10.6508306,122.9651749
AJ AND CJ DRUGSTORE,pharmacy,"Sto. Rosario, Buenavista, Guimaras",10.6866772,122.6182073
WELLCARE PHARMACY,pharmacy,"Barangay Poblacion, Tangalan, Aklan",11.7461613,122.2313539
Generika Drugstore,pharmacy,"Corner Mercado St. and Castilla St., Barangay Claudio Lopez, Jaro, Iloilo City, Iloilo",10.7229616,122.55569
RXE Pharmacy,pharmacy,"F. Cabarles Street, Leon, Iloilo",10.7799232,122.3869255
SUPER K DRUG VI,pharmacy,"Roxas Ave., Roxas, Capiz, Western Visayas (Region VI), 5800, Roxas, Capiz",11.5753201,122.7532634
FARMACIA MYLA,pharmacy,"PUROK BOUGAINVILLA, BARANGAY ANTIPOLO, Pontevedra, Negros Occidental, Negros Island Region, 6105, Pontevedra, Negros Occidental",10.3526591,122.9212265
RSRS PHARMACEUTICALS INC.,pharmacy,"Level 1 Space No.322 Robinsons Place Iloilo, Mabini De Leon St., Brgy. Roxas Village, Iloilo City, Iloilo",10.6933128,122.5647575
BOTIKA MIZH,pharmacy,"BLK. 9&10, CAUAYAN PUBLIC MARKET, NATIONAL HIGHWAY, POBLACION, Cauayan, Negros Occidental",9.9725738,122.6275907
978 PHARMACY,pharmacy,"Roxas Street, Brgy. Pob. II, Sagay, Negros Occidental, Negros Island Region, 6122, Sagay, Negros Occidental",10.892427,123.4164327
N.R. SOLIDUM DRUGSTORE,pharmacy,"IBAJAY PUBLIC MARKET, DALISAY STREET, Ibajay, Aklan",11.8172418,122.1621375
Farmacia ni Dok,pharmacy,"Roxas Ave. cor Oyo Torong St. Poblacion, Kalibo, Aklan",11.7119216,122.36433
3MD PHARMACY,pharmacy,"national road,Brgy.Gua, Barbaza, Antique",11.2135752,122.0458996
XYRA ANDREA PHARMACY,pharmacy,"Brgy. Ilaya 1st, Dumangas, Iloilo",10.8274886,122.7167257
ALICE DRUG STORE,pharmacy,"G/F Hinigaran Framar G Bldg. 1, Rizal Street,, Brgy. IV, Hinigaran, Negros Occidental",10.2733558,122.8516937
BOTICA XANDRA,pharmacy,"CEG COMMERCIAL BUILDING, ARANETA-RIZAL ST., BRGY. SUM AG, Bacolod City, Negros Occidental",10.6023772,122.920019
FOURMULA  1+ BOTIKA NG BAYAN (F1+ BNB),pharmacy,"San Antonio Street, Brgy. Zone II, Tubungan, Iloilo, Western Visayas (Region VI), 5027, Tubungan, Iloilo",10.6941319,122.5430479
Mariabella Pharmacy,pharmacy,"Nonato building, Rizal Street, Brgy 3, Hinigaran, Negros Occidental",10.2695543,122.8510712
MEDIPLUS PHARMACY,pharmacy,"Balabag, Santa Barbara, Iloilo, Western Visayas (Region VI), 5002, Santa Barbara, Iloilo",10.770023,122.5061563
"THE SKINCARE PROFESSIONALS OF ILOILO CITY, INC.",pharmacy,"3rd Level, The Atrium Mall, Gen. Luna St., Iloilo City, Iloilo, Western Visayas (Region VI), 5000, Iloilo City, Iloilo",10.701036,122.5682069
AGT PHARMACY,pharmacy,"Pontevedra Public Market, Brgy. II, Pontevedra, Negros Occidental, Negros Island Region, 6105, Pontevedra, Negros Occidental",10.3752464,122.8695234
THE GENERICS PHARMACY,pharmacy,"Bonifacio St., Brgy. Sta. Filomena, Arevalo,, Iloilo City, Iloilo, Western Visayas (Region VI), 5000, Iloilo City, Iloilo",10.6866159,122.5139111
SUPER K DRUG-VIII,pharmacy,"Mabini St., Poblacion, Kalibo, Aklan, Western Visayas (Region VI), 5600, Kalibo, Aklan",11.7065568,122.3670166
GAVER PHARMACY,pharmacy,"GAVER Building , Roxas Avenue, Poblacion, Kalibo, Aklan, Western Visayas (Region VI), 5600, Kalibo, Aklan",11.7076997,122.3693195
CLL Pharmacy,pharmacy,"106 Olaybar Street, Barangay Rizal, Silay, Negros Occidental",10.802076,122.981052
SOUTHSTAR DRUG,pharmacy,"Araneta Alunan Streets Purok Sunshine, Barangay 36, Bacolod City, Negros Occidental",10.6607586,122.942034
I.S MEDICINE CORNER,pharmacy,"Iloilo Supermart, Plaza Molo, Iloilo City, Iloilo, Western Visayas (Region VI), 5000, Iloilo City, Iloilo",10.6945263,122.5429309
WOODSIDE PHARMACY,pharmacy,"Blk. 1 Lot 1 Woodside 2 Brgy. Mansilingan, Bacolod City, Negros Occidental",10.6302046,122.9646151
GRV PHARMACY,pharmacy,"Public Market, La Castellana, Negros Occidental, Negros Island Region, 6131, La Castellana, Negros Occidental",10.3194742,123.0198024
SOUTH STAR DRUG,pharmacy,"Level 1 00147-00148, Robinson's Place, Pueblo De Panay, Brgy. Lawa-an, Roxas City, Capiz",11.559514,122.750885
"THE RIVERSIDE MEDICAL CENTER, INC.",pharmacy,"SM City G/F (South Wing), Luzuriaga St., Brgy. 12, Bacolod, Negros Occidental",10.6666853,122.9477762
ROSE PHARMACY,pharmacy,"Artates Bldg. National Highway, Barangay Poblacion Takas, Cuartero, Capiz",11.3423258,122.6743638
ILOILO GRACE PHARMACY,pharmacy,"Brgy. Mamhut Sur, Balasan, Iloilo, Western Visayas (Region VI), 5018, Balasan, Iloilo",11.4772221,123.0943734
JBJ Medical Health Corporation,pharmacy,"Lot 2835, Gustilo Street, Poblacion, Leganes Iloilo, Leganes, Iloilo, Western Visayas (Region VI), 5003, Leganes, Iloilo",10.7863641,122.5867605
CC3 PHARMACY,pharmacy,"Poblacion (Public Market), Banate, Iloilo",11.000592,122.8155554
SANDROVAN DRUGSTORE,pharmacy,"Barangay 1 Poblacion, Hinoba-an, Negros Occidental, Negros Island Region, 6114, Hinoba-an, Negros Occidental",9.5463157,122.5194418
SUPER K DRUG,pharmacy,"Simeon Aguilar St., Passi, Iloilo, Western Visayas (Region VI), 5037, Passi, Iloilo",11.0970228,122.6359789
Saviour Pharmacy,pharmacy,"Barangay Buray, Oton, Iloilo",10.7016851,122.4707839
Well Pharmacy,pharmacy,"Brgy. Poblacion, Cauayan, Negros Occidental",9.9713111,122.6235064
EZRIELA PHARMACY,pharmacy,"Prk. Totong2, Brgy. Felisa, Bacolod City, Negros Occidental",10.605224,122.9706527
"ST. MARINA KIDNEY &amp; MEDICAL SPECIALTY PHARMACY, INC.",pharmacy,"Door#3, J&E Bldg., B.S. Aquino Drive, Brgy. 5, Bacolod, Negros Occidental, Negros Island Region, 6100, Bacolod, Negros Occidental",10.6842962,122.9561745
HAPPYMED PHARMACY,pharmacy,"POBLACION (PUBLIC MARKET), Banate, Iloilo",11.000592,122.8155554
SimonnE'S Pharmacy,pharmacy,"Millan Bldg., J.Y. Perez Avenue, 1, Kabankalan, Negros Occidental, Negros Island Region, 6111, Kabankalan, Negros Occidental",9.9134117,122.8535755
RJM DRIVETHRU PHARMACY,pharmacy,"Brgy. Ilawod Poblacion, Zarraga, Iloilo",10.8223304,122.6150277
R\' Clinic Pharmacy,pharmacy,"#619 Osmeña Avenue Linabuan Norte Kalibo Aklan, Kalibo, Aklan",11.6617764,122.3500812
EZ-Meds,pharmacy,"G/F Unit 1 Solid Building San Sebastian and Lacson Sts. ,Purok Malalusan ,Barangay 32, Bacolod City, Negros Occidental",43.318334,-1.9812313
ROSE PHARMACY,pharmacy,"Corner Roxas Avenue &amp;Toting Reyes St. Poblacion, Kalibo, Aklan",11.7072258,122.3698723
JALANDO-ON PHARMACY,pharmacy,"San Miguel, Jordan, Guimaras, Western Visayas (Region VI), 5045, Jordan, Guimaras",10.5925185,122.5768651
DJAM PHARMACY,pharmacy,"F. Maravilla St., Barangay III (Poblacion), Enrique B. Magalona, Negros Occidental, Negros Island Region, 6118, Enrique B. Magalona, Negros Occidental",10.7964353,122.9726389
NEGROS GRACE PHARMACY,pharmacy,"Gatuslao St., Bacolod, Negros Occidental",10.6773504,122.9509659
FARMACIA ALEXA,pharmacy,"Brgy. Poblacion,, Dumalag, Capiz, Western Visayas (Region VI), 5813, Dumalag, Capiz",11.3066011,122.6235064
MERCURY DRUG,pharmacy,"Brgy. Tagbak, Jaro, Iloilo City, Iloilo, Western Visayas (Region VI), 5000, Iloilo City, Iloilo",10.7677157,122.5782788
MAICA MAY PHARMACY,pharmacy,"Cordova Street, Barangay 5, Kabankalan, Negros Occidental, Negros Island Region, 6111, Kabankalan, Negros Occidental",9.9937769,122.8151699
FOURTH PHARMACY,pharmacy,"Stall # 05, OPM New Market Building, Brgy. Pob. South, Oton, Iloilo, Western Visayas (Region VI), 5020, Oton, Iloilo",10.7240176,122.4562615
IDOCS PHARMACY,pharmacy,"POBLACION 2, Sagay City, Negros Occidental",10.896024,123.4124216
CJS PHARMACY,pharmacy,"Purok Caimito, Eco-Tourism Highway, Brgy. Bunga, Salvador Benedicto, Salvador Benedicto, Negros Occidental, Negros Island Region, 6100, Salvador Benedicto, Negros Occidental",10.5419806,123.2504913
FLEJOLES PHARMACY,pharmacy,"Hijosa St.,, Cuartero, Capiz, Western Visayas (Region VI), 5811, Cuartero, Capiz",11.3155974,122.740723
JEMESSA DRUG STORE,pharmacy,"Don Pedro R. Yulo St., San Pedro, Binalbagan, Negros Occidental",10.193449,122.8583634
BM\'s Pharmacy,pharmacy,"Ground Floor, Deza Bldg., Brgy. Man-it, Passi City, Iloilo",11.0972816,122.6404617
ELAN PHARMACY,pharmacy,"Balabag, Santa Barbara, Iloilo",10.770023,122.5061563
FARMACIA MARIA,pharmacy,"Magsaysay Street, Barangay Zone III, Cadiz City, Negros Occidental",10.9541114,123.3078105
JHAISO PHARMACY,pharmacy,"POBLACION, Nueva Valencia, Guimaras, Western Visayas (Region VI), 5046, Nueva Valencia, Guimaras",10.5270151,122.5287884
Botika St. Jude,pharmacy,"Barangay Poblacion, Tabuc, Maayon, Capiz",11.391813,122.7830574
FARMACIA ANFAL,pharmacy,"N3 PRINCE HYPERMART BUILDING, BURGOS STREET, BARANGAY 4-POBLACION, Hinigaran, Negros Occidental",10.2716749,122.8521656
MERCURY DRUG,pharmacy,"Mabini St., Brgy. Osmena, Iloilo City, Iloilo, Western Visayas (Region VI), 5000, Iloilo City, Iloilo",10.6974761,122.5647988
KEA PHARMACY,pharmacy,"Public Market, SWA, President Roxas, Capiz, Western Visayas (Region VI), 5803, President Roxas, Capiz",11.4058843,122.9663018
BOTIKA AMARIS,pharmacy,"Taram Bldg. Blk. 15 Lot 5 Purok Mabinuligon, Barangay Mansilingan, Bacolod, Negros Occidental",10.6125841,122.9203812
PDL PHARMACY,pharmacy,"Lot 6 Blk. 1, Akishola Village, Villamonte, Bacolod, Negros Occidental, Negros Island Region, 6100, Bacolod, Negros Occidental",10.6713397,122.9510716
HEALING STAR PHARMACY,pharmacy,"Brgy. Balabag, Pavia, Iloilo",10.763124,122.5231308
ValueMed Generics Pharmacy,pharmacy,"Lot 1 A & B Capitol Village, Barangay Granada, Bacolod City, Negros Occidental",10.66896,123.037102
RM DRUGSTORE,pharmacy,"General Luna St., Poblacion,, Nabas, Aklan, Western Visayas (Region VI), 5607, Nabas, Aklan",11.8517124,122.026918
CANONIGO FARMACIA,pharmacy,"Purok Aboitiz, Brgy. San Jose, Sipalay, Negros Occidental, Negros Island Region, 6113, Sipalay, Negros Occidental",9.719788699999999,122.4920088
JONZKIE PHARMACY,pharmacy,"Purok 1, Barangay Cabacungan, La Castellana, Negros Occidental, Negros Island Region, 6131, La Castellana, Negros Occidental",12.3412969,121.0700565
J4L Drugstore,pharmacy,"S. H Diego St., Barangay West, Candoni, Negros Occidental",9.8281945,122.6390304
GCare Drugstore,pharmacy,"Zone 4, Sambag Jaro, Iloilo City, Iloilo, Western Visayas (Region VI), 5000, Iloilo City, Iloilo",10.7379753,122.5386883
SOUTH STAR DRUG,pharmacy,"Robinson's Supermarket Roxas, Robinson's Place Roxas, Pueblo De-Panay, Brgy. Lawa-an, Roxas, Capiz, Western Visayas (Region VI), 5800, Roxas, Capiz",11.5528816,122.740723
ST. DIDACUS DRUGSTORE,pharmacy,"New Silay Lumber Bldg., D-2, Tres Fuentes, RIzal St., Brgy. Lantad, Silay, Negros Occidental",10.8068725,122.9800317
DEL NORTE PHARMACY,pharmacy,"So. Sta. Cruz Brgy. Old Poblacion, Escalante City, Negros Occidental",10.8306328,123.5532073
DRUGDAILY PHARMACY,pharmacy,"G03, OSNER SQUARE BUILDING, KAUSWAGAN JUNCTION ROAD, BARANGAY POBLACION 2, Sagay, Negros Occidental, Negros Island Region, 6122, Sagay, Negros Occidental",10.896024,123.4124216
FARMACIA NALDOZA,pharmacy,"NOBLE ST., UBOS ILAWOD (POBLACION), Miagao, Iloilo",10.6443077,122.235972
FARMACIA NI DOK,pharmacy,"Lot 44, Blk. 23, Togores Center, Capitan Sabi., Brgy. Zone 12-A,, Talisay City, Negros Occidental",10.7394999,122.9758357
G.P. Pharmacy,pharmacy,"Rizal St., Poblacion, San Dionisio, San Dionisio, Iloilo",11.3241798,123.0676469
SOUTH STAR DRUG,pharmacy,"Robinsons Supermarket Robinsons Place Pavia Zone 02, Barangay Ungka II, Pavia, Iloilo",10.7535119,122.5402285
SH &amp; S ENTERPRISES,pharmacy,"MT. SINAI ST. MOUNTAIN VIEW SUBD.,, BRGY. MANDALAGAN, BACOLOD CITY, Bacolod, Negros Occidental, Negros Island Region, 6100, Bacolod, Negros Occidental",10.6973867,122.9716676
CONFLUENCE HEALTH AND WELLNESS PRODUCTS,pharmacy,"JC Zulueta St., Brgy. Pob South, Oton, Iloilo",10.6913367,122.4713175
THE GENERICS PHARMACY,pharmacy,"Barangay 9, Poblacion, Tigbauan, Iloilo, Western Visayas (Region VI), 5021, Tigbauan, Iloilo",10.6714416,122.3766351
Kymche Pharmacy,pharmacy,"Badiangan Public Market, Brgy. Poblacion, Badiangan, Iloilo, Western Visayas (Region VI), 5033, Badiangan, Iloilo",10.9841676,122.5401802
SANDROVAN DRUGSTORE,pharmacy,"Brgy. Bacuyangan, Zone 1, Hinoba-An (ASIA, Negros Occidental",9.6271256,122.4694356
Prestine Pacific Food Management Corporation,pharmacy,"Villareal Highway, Brgy. Poblacion Tabuc Mambusao Capiz, Mambusao, Capiz",11.4280804,122.6008951
REESE PHARMACY,pharmacy,"Poblacion Tabuc, Mambusao, Capiz, Western Visayas (Region VI), 5807, Mambusao, Capiz",11.4425704,122.593828
ZASPA PHARMACY,pharmacy,"Roxas St., Poblacion, Libacao, Aklan",11.4109251,122.2880726
The Generics Pharmacy,pharmacy,"Roosevelt St., Brgy. Zone I (Pob.), Santa Barbara, Iloilo",10.8248521,122.5314336
LOIZ PHARMACY,pharmacy,"Zone 4, Brgy. Jibao-an, Pavia, Iloilo, Western Visayas (Region VI), 5001, Pavia, Iloilo",10.7546216,122.5118148
GRANNY'S PHARMACY,pharmacy,"STALL#33, TANGALAN PUBLIC MARKET, Tangalan, Aklan",11.7727044,122.2609862
Ibabao Drug Drugstore,pharmacy,"Barangay Poblacion, Malinao Aklan, Malinao, Aklan",11.6152751,122.2427
Malones Pharmacy,pharmacy,"Zone 5, San Jose, San Miguel, Iloilo, Western Visayas (Region VI), 5025, San Miguel, Iloilo",10.769882,122.4863492
RX QUEEN PHARMACY,pharmacy,"Corner Arroyo-Montinola Sts., Brgy. Zone 5,, Santa Barbara, Iloilo, Western Visayas (Region VI), 5002, Santa Barbara, Iloilo",10.8234004,122.5359651
Mama Care Pharmacy,pharmacy,"Muya Bldg., New Poblacion, Buenavista, Guimaras",10.7050618,122.6418745
THE GENERICS PHARMACY,pharmacy,"SPS Joseph & Anabel Solis Bldg., San Sebastian St., Brgy. Poblacion, Jamindan, Capiz, Western Visayas (Region VI), 5808, Jamindan, Capiz",11.3997976,122.3787597
REBB\'S PHARMACY,pharmacy,"Block 5 New Public Market, Rizal Street, Brgy. Zone II, Murcia, Negros Occidental, Negros Island Region, 6129, Murcia, Negros Occidental",10.5656309,123.1014056
E.M.S. GOOD-WILL PHARMACY,pharmacy,"G. CORDOVA ST., BRGY. 2, Kabankalan City, Negros Occidental",9.9937769,122.8151699
THE GENERICS PHARMACY,pharmacy,"Door # 11, Arroyo St., Brgy. San Nicolas, Lapaz, Iloilo City, Iloilo, Western Visayas (Region VI), 5000, Iloilo City, Iloilo",10.7103274,122.5670734
SAN GABRIEL PHARMACY,pharmacy,"Mabini St., Brgy. Zone 6,, Talisay City, Negros Occidental",10.6640694,122.9510202
BSN DRUGSTORE,pharmacy,"Cor. Locsin-V. Gustilo Sts., Brgy. IV, San Carlos, Negros Occidental, Negros Island Region, 6127, San Carlos, Negros Occidental",10.4806371,123.4147165
FAMILYHEALTH &amp; BEAUTY CORP.,pharmacy,"R.J. PE Commercial Bldg., along Gov. Villavert St., cor. Salazar St., Barangay 5, San Jose, Antique, Western Visayas (Region VI), 5700, San Jose, Antique",10.7458013,121.9419544
THE GENERICS PHARMACY,pharmacy,"Alvarez Street, Brgy.  Zone 7, Pulupandan, Negros Occidental, Negros Island Region, 6102, Pulupandan, Negros Occidental",10.5209527,122.8015372
I AM PHARMACY,pharmacy,"Brgy. Hanglid, President Roxas, Capiz, Western Visayas (Region VI), 5803, President Roxas, Capiz",11.4319891,122.9254531
BOTIKA GENERICS,pharmacy,"Oñate St., Barangay Oñate De Leon, Mandurriao, Iloilo City, Iloilo",10.7152645,122.5358216
Antivo Pharmacy,pharmacy,"St. Martin Subd., Brgy XXI, Victorias City, Negros Occidental",10.8541639,123.0627228
Pharmacy Love\'s,pharmacy,"Purok 2 brgy bagacay, San Dionisio, Iloilo",11.345127,123.114761
VING\'S DRUG STORE,pharmacy,"Blk 12 (South side), Talisay Public Market, Talisay City, Negros Occidental",10.7325049,123.0113568
NEW TANINGCO DRUGSTORE,pharmacy,"DR. GONZALES STREET POBLACION KALIBO AKLAN, Kalibo, Aklan",11.7109188,122.3644141
POTOTAN FARMERS- MULTI- PURPOSE COOP DRUGSTORE,pharmacy,"Cor. Ladrido-T. Magbanua St., Pototan, Iloilo",10.9426219,122.6365391
ILOILO GRACE PHARMACY,pharmacy,"Mades Arcade, Quezon St., Brgy. Quezon, District of Arevalo, Iloilo City, Iloilo, Western Visayas (Region VI), 5000, Iloilo City, Iloilo",10.6876569,122.521925
Crossroad Pharmacy,pharmacy,"Brgy. District III(Pob.), Sibalom, Antique",10.7786241,122.0070217
ZJAVE PHARMACY,pharmacy,"Banate Public Market, Brgy. Poblacion, Banate, Iloilo",11.000592,122.8155554
THE GENERICS PHARMACY,pharmacy,"Salvacion Street, Poblacion Ilawod, Passi, Iloilo",11.1072399,122.6419654
FAMILYHEALTH &amp; BEAUTY CORP.,pharmacy,"UGF SM City Iloilo, Benigno Aquino Avenue, Brgy. Bolilao, Mandurriao District, Iloilo City, Iloilo, Western Visayas (Region VI), 5000, Iloilo City, Iloilo",10.7094037,122.5517697
Health Aid Pharmacy,pharmacy,"Purok IV Gonzaga St., Pavia, Iloilo",10.7718427,122.5393071
NEGROS GRACE PHARMACY,pharmacy,"Socorro Real Estate Bldg., Brgy. 12, Bacolod, Negros Occidental",10.6713397,122.9510716
FAMILYHEALTH &amp; BEAUTY CORP.,pharmacy,"Ground Flr. St. Paul's Hospital SPICE Bldg., Gen. Luna St., Danao, Iloilo City, Iloilo",10.7018854,122.5668093
THE GENERICS PHARMACY,pharmacy,"BJ Commercial Bldg, Poblacion Ilaya, Panay, Capiz, Western Visayas (Region VI), 5801, Panay, Capiz",11.5553052,122.7901114
MOXSY PHARMACY,pharmacy,"Barangay Lawigan, San Joaquin, Iloilo",10.4960845,122.043969
THE GENERICS PHARMACY,pharmacy,"Mahogany Bldg., Blk 11 &amp; 12, Magsaysay Ave., Brgy. Singcang-Airport, Bacolod, Negros Occidental",10.6533603,122.9409459
MEDINA DRUG STORE,pharmacy,"Agora Public Market, Valois St., Brgy. II, La Carlota, Negros Occidental, Negros Island Region, 6130, La Carlota, Negros Occidental",10.4279178,122.9188937
KC PHARMACY,pharmacy,"Stall # 19 Janiuay Public Market, Brgy. Aquino Nobleza East (Pob.), Janiuay, Iloilo",10.9474829,122.5082783
U-MED DRUGSTORE,pharmacy,"PCPM-Annex, Passi City, Iloilo",11.1687967,122.650351
Pharmetro Drug,pharmacy,"Public Market, Barotac Nuevo, Iloilo",10.9216153,122.740723
THE GENERICS PHARMACY,pharmacy,"R.C. LAGTAPON ST., BRGY IV, Hinigaran, Negros Occidental",10.2734066,122.8514587
TRIPLE K DRUGSTORE,pharmacy,"Robles Space Rental, Alijis Road, Singcang Airport, Bacolod City, Negros Occidental",10.6440317,122.9417305
FARMACIA NEO,pharmacy,"185-A Barangay Bonifacio-Tanza, Iloilo City, Iloilo, Western Visayas (Region VI), 5000, Iloilo City, Iloilo",10.6924504,122.5581319
Saverx Drugstore,pharmacy,"Cartagena St, Barotac Nuevo, Iloilo",10.8942745,122.7043601
HUALDE PHARMACY,pharmacy,"Zone 3, Cabatuan, Iloilo",10.9343605,122.4891791
CT &amp; M PHARMACOPOEIA MARKETING,pharmacy,"GAT Bldg.,P. Tomaro Road, Araneta St., Sum-ag, Bacolod, Negros Occidental, Negros Island Region, 6100, Bacolod, Negros Occidental",10.601359,122.9194582
FAMILYHEALTH &amp; BEAUTY CORP.,pharmacy,"GF SM Hypermarket Handumanan Bacolod, NEDF, Zone 4, Brgy. Handumanan, Bacolod, Negros Occidental, Negros Island Region, 6203, Bacolod, Negros Occidental",10.6046091,122.9660912
Farmacia Batallon,pharmacy,"Block 8 Bldg. D, Kenon St. Brgy. 7 Poblacion Isabela Public Market, Isabela, Negros Occidental",10.2037961,122.9927037
BOTICA PETER,pharmacy,"Centro Poblacion, Culasi, Antique, Western Visayas (Region VI), 5708, Culasi, Antique",11.4262101,122.0560453
ROSE PHARMACY,pharmacy,"160 E. Lopez St., Barangay Javellana, Jaro, Iloilo City, Iloilo",10.7168095,122.5621307
TUNER'S DRUGSTORE,pharmacy,"141 SIMON LEDESMA ST., BRGY. MA. CRISTINA, JARO, Iloilo City, Iloilo",10.7290916,122.5559164
MEDSCRIPTS PHARMACY,pharmacy,"Commonwealth Drive (Paho), Brgy. Poblacion Ilawod, Passi, Iloilo, Western Visayas (Region VI), 5037, Passi, Iloilo",11.1067501,122.6450569
Josmef Pharma Inc.,pharmacy,"Javellana E. Lopez St., Iloilo City, Iloilo",10.7194991,122.5602461
The Generics Pharmacy,pharmacy,"Saravia Commercial Building, I-Poblacion, Barangay 1 (Poblacion), Enrique B. Magalona, Negros Occidental",10.8783213,122.9783955
JMB POLYCLINIC AND PHARMACY,pharmacy,"San Miguel, Jordan, Guimaras, Western Visayas (Region VI), 5045, Jordan, Guimaras",10.5925185,122.5768651
Medcure Pharmacy,pharmacy,"Lot 9 Block 29, Corner Libertad Extension & Circumferential Road, Brgy. Taculing, Bacolod City, Negros Occidental",10.6461665,122.9644086
Silverlane Medical Coporation,pharmacy,"Zone IV, Brgy. Hibao-an Norte, Mandurriao, Iloilo City, Iloilo",10.7353759,122.5188874
ILOILO GRACE PHARMACY,pharmacy,"Maryville Bldg., Delgado St., Brgy. Edganzon, District of City Proper, Iloilo City, Iloilo, Western Visayas (Region VI), 5000, Iloilo City, Iloilo",10.6977747,122.5667817
SAN VICENTE DRUGSTORE,pharmacy,"Brgy. Balintawak, Escalante City, Negros Occidental",10.8430427,123.4915954
LORIEGA DRUGSTORE III,pharmacy,"Poblacion,, Culasi, Antique, Western Visayas (Region VI), 5708, Culasi, Antique",11.433122,122.1064668
THE GENERICS PHARMACY,pharmacy,"54 Osmeña Ave., Brgy. II, Victorias, Negros Occidental, Negros Island Region, 6119, Victorias, Negros Occidental",10.898813,123.0681914
KEN'S PHARMACY,pharmacy,"Barangay Culasi, Ajuy, Iloilo, Western Visayas (Region VI), 5012, Ajuy, Iloilo",11.1246161,123.0113568
STO. NIÃ‘O DE AREVALO DRUGSTORE,pharmacy,"19 Bonifacio St., Arevalo, Iloilo City, Iloilo, Western Visayas (Region VI), 5000, Iloilo City, Iloilo",10.6866983,122.514821
GEN'S DRUG STATION,pharmacy,"Stall #125 & 126 Public Market, Pontevedra, Capiz, Western Visayas (Region VI), 5802, Pontevedra, Capiz",11.4135757,122.8831699
JM PHARMACY,pharmacy,"CONCORDIA, Nueva Valencia, Guimaras",10.509627,122.551718
FASOMINGO PHARMACY,pharmacy,"QUEZON ST. BRGY. MAT-Y (POB), Miagao, Iloilo",10.6514467,122.2301726
Gaudite Pharmacy,pharmacy,"Highway to Mabinay, Brgy. 1, Kabankalan City, Negros Occidental",9.995163999999999,122.8178607
ERIN'S FAMILY PHARMACY,pharmacy,"Quezon Street, Iloilo City, Iloilo",10.6876332,122.5217498
ST. BARAQUIEL PHARMACY,pharmacy,"Lot No. 2 (OLD ROAD) Cadastre, Barangay Jibolo, Janiuay, Iloilo",10.9650192,122.5037911
BB. LIFEMED PHARMACY,pharmacy,"Gamboa Building, Locarno St., Helvetia Heights, Circumferential Road, Brgy. Villamonte, Bacolod City, Negros Occidental",10.6627521,122.9705706
STO. NIÃ‘O DE AREVALO DRUGSTORE,pharmacy,"19 Bonifacio St., Arevalo, Iloilo City, Iloilo, Western Visayas (Region VI), 5000, Iloilo City, Iloilo",10.6866983,122.514821
LADY PHARMACY,pharmacy,"Aldeguer St.,, Iloilo City, Iloilo, Western Visayas (Region VI), 5000, Iloilo City, Iloilo",10.6941281,122.570036
GRACIOUS DRUG MART,pharmacy,"VSG Bldg., Stall #03, Jovita Fuentes St.,, Brgy. Inzo Arnaldo Village (Cadimahan),, Roxas, Capiz, Western Visayas (Region VI), 5800, Roxas, Capiz",11.5877008,122.7541308
FARMACIA THADDEUS,pharmacy,"Sto. Domingo St., San Joaquin, Iloilo, Western Visayas (Region VI), 5024, San Joaquin, Iloilo",10.7315986,122.5531353
FARMACIA NI DOK,pharmacy,"Ilawod, Pontevedra, Capiz",11.4842603,122.8387708
MDSB Drugmart,pharmacy,"DOOR NO. 1 RDV BUILDING DINSAY-ARIMAS STREET BRGY. ZONE IV, Murcia, Negros Occidental",10.6048371,123.0421732
The Generics Pharmacy,pharmacy,"Building 1080, Poblacion, President Roxas,, President Roxas, Capiz",11.4058843,122.9663018
I S MEDICINE CORNER,pharmacy,"Mc Arthur Drive, Tabuc Suba, Jaro, Iloilo City, Iloilo",10.7375333,122.5619108
JOMZ PHARMACY,pharmacy,"District III (Pob.), Sibalom, Antique",10.7786241,122.0070217
BUYRIGHT DRUGMART,pharmacy,"900 MAYON ST. BARANGAY VILLAMONTE, Bacolod City, Negros Occidental",10.6694948,122.9634192
JGC PHARMACY,pharmacy,"ISADA Building, Phase V Alta Tierra Village, Barangay Quintin Salas, Jaro, Iloilo City, Iloilo",10.7393204,122.5645978
E-CARE Multipurpose Cooperative (E-CAREMPC),pharmacy,"Water Village, Barangay Lawaan, Roxas City, Capiz",11.5585253,122.7548364
MERRYMART CONSUMER CORP.,pharmacy,"Quintin Salas Jaro, Iloilo City, Iloilo",10.7402415,122.5613133
Billones DrugStore,pharmacy,"Cor. Aguilar and Severino St., Brgy. IV , Hinigaran, Negros Occidental, Hinigaran, Negros Occidental",10.2716749,122.8521656
Valenzuela Pharmacy,pharmacy,"Brgy. Baldoza, Lapaz, Iloilo City, Iloilo",10.7128563,122.5803992
Deb Pharmacy,pharmacy,"Real St. Poblacion, Banate, Iloilo, Western Visayas (Region VI), 5010, Banate, Iloilo",11.000592,122.8155554
NEW FARMACIA REGDAL,pharmacy,"184 JP Rizal St., Poblacion Banga, Banga, Aklan, Western Visayas (Region VI), 5601, Banga, Aklan",11.6391572,122.334257
