name,health-resource,address,lat,long
SANDROVAN DRUGSTORE,pharmacy,"Barangay 1 Poblacion, Hinoba-an, Negros Occidental, Negros Island Region, 6114, Hinoba-an, Negros Occidental",,
SUPER K DRUG,pharmacy,"Simeon Aguilar St., Passi, Iloilo, Western Visayas (Region VI), 5037, Passi, Iloilo",,
Saviour Pharmacy,pharmacy,"Barangay Buray, Oton, Iloilo",,
Well Pharmacy,pharmacy,"Brgy. Poblacion, Cauayan, Negros Occidental",,
EZRIELA PHARMACY,pharmacy,"Prk. Totong2, Brgy. Felisa, Bacolod City, Negros Occidental",,
"ST. MARINA KIDNEY &amp; MEDICAL SPECIALTY PHARMACY, INC.",pharmacy,"Door#3, J&E Bldg., B.S. Aquino Drive, Brgy. 5, Bacolod, Negros Occidental, Negros Island Region, 6100, Bacolod, Negros Occidental",,
HAPPYMED PHARMACY,pharmacy,"POBLACION (PUBLIC MARKET), Banate, Iloilo",,
SimonnE'S Pharmacy,pharmacy,"Millan Bldg., J.Y. Perez Avenue, 1, Kabankalan, Negros Occidental, Negros Island Region, 6111, Kabankalan, Negros Occidental",,
RJM DRIVETHRU PHARMACY,pharmacy,"Brgy. Ilawod Poblacion, Zarraga, Iloilo",,
R\' Clinic Pharmacy,pharmacy,"#619 Osmeña Avenue Linabuan Norte Kalibo Aklan, Kalibo, Aklan",,
EZ-Meds,pharmacy,"G/F Unit 1 Solid Building San Sebastian and Lacson Sts. ,Purok Malalusan ,Barangay 32, Bacolod City, Negros Occidental",,
ROSE PHARMACY,pharmacy,"Corner Roxas Avenue &amp;Toting Reyes St. Poblacion, Kalibo, Aklan",,
JALANDO-ON PHARMACY,pharmacy,"San Miguel, Jordan, Guimaras, Western Visayas (Region VI), 5045, Jordan, Guimaras",,
DJAM PHARMACY,pharmacy,"F. Maravilla St., Barangay III (Poblacion), Enrique B. Magalona, Negros Occidental, Negros Island Region, 6118, Enrique B. Magalona, Negros Occidental",,
NEGROS GRACE PHARMACY,pharmacy,"Gatuslao St., Bacolod, Negros Occidental",,
FARMACIA ALEXA,pharmacy,"Brgy. Poblacion,, Dumalag, Capiz, Western Visayas (Region VI), 5813, Dumalag, Capiz",,
MERCURY DRUG,pharmacy,"Brgy. Tagbak, Jaro, Iloilo City, Iloilo, Western Visayas (Region VI), 5000, Iloilo City, Iloilo",,
MAICA MAY PHARMACY,pharmacy,"Cordova Street, Barangay 5, Kabankalan, Negros Occidental, Negros Island Region, 6111, Kabankalan, Negros Occidental",,
FOURTH PHARMACY,pharmacy,"Stall # 05, OPM New Market Building, Brgy. Pob. South, Oton, Iloilo, Western Visayas (Region VI), 5020, Oton, Iloilo",,
IDOCS PHARMACY,pharmacy,"POBLACION 2, Sagay City, Negros Occidental",,
CJS PHARMACY,pharmacy,"Purok Caimito, Eco-Tourism Highway, Brgy. Bunga, Salvador Benedicto, Salvador Benedicto, Negros Occidental, Negros Island Region, 6100, Salvador Benedicto, Negros Occidental",,
FLEJOLES PHARMACY,pharmacy,"Hijosa St.,, Cuartero, Capiz, Western Visayas (Region VI), 5811, Cuartero, Capiz",,
JEMESSA DRUG STORE,pharmacy,"Don Pedro R. Yulo St., San Pedro, Binalbagan, Negros Occidental",,
BM\'s Pharmacy,pharmacy,"Ground Floor, Deza Bldg., Brgy. Man-it, Passi City, Iloilo",,
ELAN PHARMACY,pharmacy,"Balabag, Santa Barbara, Iloilo",,
FARMACIA MARIA,pharmacy,"Magsaysay Street, Barangay Zone III, Cadiz City, Negros Occidental",,
JHAISO PHARMACY,pharmacy,"POBLACION, Nueva Valencia, Guimaras, Western Visayas (Region VI), 5046, Nueva Valencia, Guimaras",,
Botika St. Jude,pharmacy,"Barangay Poblacion, Tabuc, Maayon, Capiz",,
FARMACIA ANFAL,pharmacy,"N3 PRINCE HYPERMART BUILDING, BURGOS STREET, BARANGAY 4-POBLACION, Hinigaran, Negros Occidental",,
MERCURY DRUG,pharmacy,"Mabini St., Brgy. Osmena, Iloilo City, Iloilo, Western Visayas (Region VI), 5000, Iloilo City, Iloilo",,
KEA PHARMACY,pharmacy,"Public Market, SWA, President Roxas, Capiz, Western Visayas (Region VI), 5803, President Roxas, Capiz",,
BOTIKA AMARIS,pharmacy,"Taram Bldg. Blk. 15 Lot 5 Purok Mabinuligon, Barangay Mansilingan, Bacolod, Negros Occidental",,
PDL PHARMACY,pharmacy,"Lot 6 Blk. 1, Akishola Village, Villamonte, Bacolod, Negros Occidental, Negros Island Region, 6100, Bacolod, Negros Occidental",,
HEALING STAR PHARMACY,pharmacy,"Brgy. Balabag, Pavia, Iloilo",,
ValueMed Generics Pharmacy,pharmacy,"Lot 1 A & B Capitol Village, Barangay Granada, Bacolod City, Negros Occidental",,
RM DRUGSTORE,pharmacy,"General Luna St., Poblacion,, Nabas, Aklan, Western Visayas (Region VI), 5607, Nabas, Aklan",,
CANONIGO FARMACIA,pharmacy,"Purok Aboitiz, Brgy. San Jose, Sipalay, Negros Occidental, Negros Island Region, 6113, Sipalay, Negros Occidental",,
JONZKIE PHARMACY,pharmacy,"Purok 1, Barangay Cabacungan, La Castellana, Negros Occidental, Negros Island Region, 6131, La Castellana, Negros Occidental",,
J4L Drugstore,pharmacy,"S. H Diego St., Barangay West, Candoni, Negros Occidental",,
GCare Drugstore,pharmacy,"Zone 4, Sambag Jaro, Iloilo City, Iloilo, Western Visayas (Region VI), 5000, Iloilo City, Iloilo",,
SOUTH STAR DRUG,pharmacy,"Robinson's Supermarket Roxas, Robinson's Place Roxas, Pueblo De-Panay, Brgy. Lawa-an, Roxas, Capiz, Western Visayas (Region VI), 5800, Roxas, Capiz",,
ST. DIDACUS DRUGSTORE,pharmacy,"New Silay Lumber Bldg., D-2, Tres Fuentes, RIzal St., Brgy. Lantad, Silay, Negros Occidental",,
DEL NORTE PHARMACY,pharmacy,"So. Sta. Cruz Brgy. Old Poblacion, Escalante City, Negros Occidental",,
DRUGDAILY PHARMACY,pharmacy,"G03, OSNER SQUARE BUILDING, KAUSWAGAN JUNCTION ROAD, BARANGAY POBLACION 2, Sagay, Negros Occidental, Negros Island Region, 6122, Sagay, Negros Occidental",,
FARMACIA NALDOZA,pharmacy,"NOBLE ST., UBOS ILAWOD (POBLACION), Miagao, Iloilo",,
FARMACIA NI DOK,pharmacy,"Lot 44, Blk. 23, Togores Center, Capitan Sabi., Brgy. Zone 12-A,, Talisay City, Negros Occidental",,
G.P. Pharmacy,pharmacy,"Rizal St., Poblacion, San Dionisio, San Dionisio, Iloilo",,
SOUTH STAR DRUG,pharmacy,"Robinsons Supermarket Robinsons Place Pavia Zone 02, Barangay Ungka II, Pavia, Iloilo",,
SH &amp; S ENTERPRISES,pharmacy,"MT. SINAI ST. MOUNTAIN VIEW SUBD.,, BRGY. MANDALAGAN, BACOLOD CITY, Bacolod, Negros Occidental, Negros Island Region, 6100, Bacolod, Negros Occidental",,
CONFLUENCE HEALTH AND WELLNESS PRODUCTS,pharmacy,"JC Zulueta St., Brgy. Pob South, Oton, Iloilo",,
THE GENERICS PHARMACY,pharmacy,"Barangay 9, Poblacion, Tigbauan, Iloilo, Western Visayas (Region VI), 5021, Tigbauan, Iloilo",,
Kymche Pharmacy,pharmacy,"Badiangan Public Market, Brgy. Poblacion, Badiangan, Iloilo, Western Visayas (Region VI), 5033, Badiangan, Iloilo",,
SANDROVAN DRUGSTORE,pharmacy,"Brgy. Bacuyangan, Zone 1, Hinoba-An (ASIA, Negros Occidental",,
Prestine Pacific Food Management Corporation,pharmacy,"Villareal Highway, Brgy. Poblacion Tabuc Mambusao Capiz, Mambusao, Capiz",,
REESE PHARMACY,pharmacy,"Poblacion Tabuc, Mambusao, Capiz, Western Visayas (Region VI), 5807, Mambusao, Capiz",,
ZASPA PHARMACY,pharmacy,"Roxas St., Poblacion, Libacao, Aklan",,
The Generics Pharmacy,pharmacy,"Roosevelt St., Brgy. Zone I (Pob.), Santa Barbara, Iloilo",,
LOIZ PHARMACY,pharmacy,"Zone 4, Brgy. Jibao-an, Pavia, Iloilo, Western Visayas (Region VI), 5001, Pavia, Iloilo",,
GRANNY'S PHARMACY,pharmacy,"STALL#33, TANGALAN PUBLIC MARKET, Tangalan, Aklan",,
Ibabao Drug Drugstore,pharmacy,"Barangay Poblacion, Malinao Aklan, Malinao, Aklan",,
Malones Pharmacy,pharmacy,"Zone 5, San Jose, San Miguel, Iloilo, Western Visayas (Region VI), 5025, San Miguel, Iloilo",,
RX QUEEN PHARMACY,pharmacy,"Corner Arroyo-Montinola Sts., Brgy. Zone 5,, Santa Barbara, Iloilo, Western Visayas (Region VI), 5002, Santa Barbara, Iloilo",,
Mama Care Pharmacy,pharmacy,"Muya Bldg., New Poblacion, Buenavista, Guimaras",,
THE GENERICS PHARMACY,pharmacy,"SPS Joseph & Anabel Solis Bldg., San Sebastian St., Brgy. Poblacion, Jamindan, Capiz, Western Visayas (Region VI), 5808, Jamindan, Capiz",,
REBB\'S PHARMACY,pharmacy,"Block 5 New Public Market, Rizal Street, Brgy. Zone II, Murcia, Negros Occidental, Negros Island Region, 6129, Murcia, Negros Occidental",,
E.M.S. GOOD-WILL PHARMACY,pharmacy,"G. CORDOVA ST., BRGY. 2, Kabankalan City, Negros Occidental",,
THE GENERICS PHARMACY,pharmacy,"Door # 11, Arroyo St., Brgy. San Nicolas, Lapaz, Iloilo City, Iloilo, Western Visayas (Region VI), 5000, Iloilo City, Iloilo",,
SAN GABRIEL PHARMACY,pharmacy,"Mabini St., Brgy. Zone 6,, Talisay City, Negros Occidental",,
BSN DRUGSTORE,pharmacy,"Cor. Locsin-V. Gustilo Sts., Brgy. IV, San Carlos, Negros Occidental, Negros Island Region, 6127, San Carlos, Negros Occidental",,
FAMILYHEALTH &amp; BEAUTY CORP.,pharmacy,"R.J. PE Commercial Bldg., along Gov. Villavert St., cor. Salazar St., Barangay 5, San Jose, Antique, Western Visayas (Region VI), 5700, San Jose, Antique",,
THE GENERICS PHARMACY,pharmacy,"Alvarez Street, Brgy.  Zone 7, Pulupandan, Negros Occidental, Negros Island Region, 6102, Pulupandan, Negros Occidental",,
I AM PHARMACY,pharmacy,"Brgy. Hanglid, President Roxas, Capiz, Western Visayas (Region VI), 5803, President Roxas, Capiz",,
BOTIKA GENERICS,pharmacy,"Oñate St., Barangay Oñate De Leon, Mandurriao, Iloilo City, Iloilo",,
Antivo Pharmacy,pharmacy,"St. Martin Subd., Brgy XXI, Victorias City, Negros Occidental",,
Pharmacy Love\'s,pharmacy,"Purok 2 brgy bagacay, San Dionisio, Iloilo",,
VING\'S DRUG STORE,pharmacy,"Blk 12 (South side), Talisay Public Market, Talisay City, Negros Occidental",,
NEW TANINGCO DRUGSTORE,pharmacy,"DR. GONZALES STREET POBLACION KALIBO AKLAN, Kalibo, Aklan",,
POTOTAN FARMERS- MULTI- PURPOSE COOP DRUGSTORE,pharmacy,"Cor. Ladrido-T. Magbanua St., Pototan, Iloilo",,
ILOILO GRACE PHARMACY,pharmacy,"Mades Arcade, Quezon St., Brgy. Quezon, District of Arevalo, Iloilo City, Iloilo, Western Visayas (Region VI), 5000, Iloilo City, Iloilo",,
Crossroad Pharmacy,pharmacy,"Brgy. District III(Pob.), Sibalom, Antique",,
ZJAVE PHARMACY,pharmacy,"Banate Public Market, Brgy. Poblacion, Banate, Iloilo",,
THE GENERICS PHARMACY,pharmacy,"Salvacion Street, Poblacion Ilawod, Passi, Iloilo",,
FAMILYHEALTH &amp; BEAUTY CORP.,pharmacy,"UGF SM City Iloilo, Benigno Aquino Avenue, Brgy. Bolilao, Mandurriao District, Iloilo City, Iloilo, Western Visayas (Region VI), 5000, Iloilo City, Iloilo",,
Health Aid Pharmacy,pharmacy,"Purok IV Gonzaga St., Pavia, Iloilo",,
NEGROS GRACE PHARMACY,pharmacy,"Socorro Real Estate Bldg., Brgy. 12, Bacolod, Negros Occidental",,
FAMILYHEALTH &amp; BEAUTY CORP.,pharmacy,"Ground Flr. St. Paul's Hospital SPICE Bldg., Gen. Luna St., Danao, Iloilo City, Iloilo",,
THE GENERICS PHARMACY,pharmacy,"BJ Commercial Bldg, Poblacion Ilaya, Panay, Capiz, Western Visayas (Region VI), 5801, Panay, Capiz",,
MOXSY PHARMACY,pharmacy,"Barangay Lawigan, San Joaquin, Iloilo",,
THE GENERICS PHARMACY,pharmacy,"Mahogany Bldg., Blk 11 &amp; 12, Magsaysay Ave., Brgy. Singcang-Airport, Bacolod, Negros Occidental",,
MEDINA DRUG STORE,pharmacy,"Agora Public Market, Valois St., Brgy. II, La Carlota, Negros Occidental, Negros Island Region, 6130, La Carlota, Negros Occidental",,
KC PHARMACY,pharmacy,"Stall # 19 Janiuay Public Market, Brgy. Aquino Nobleza East (Pob.), Janiuay, Iloilo",,
U-MED DRUGSTORE,pharmacy,"PCPM-Annex, Passi City, Iloilo",,
Pharmetro Drug,pharmacy,"Public Market, Barotac Nuevo, Iloilo",,
THE GENERICS PHARMACY,pharmacy,"R.C. LAGTAPON ST., BRGY IV, Hinigaran, Negros Occidental",,
TRIPLE K DRUGSTORE,pharmacy,"Robles Space Rental, Alijis Road, Singcang Airport, Bacolod City, Negros Occidental",,
FARMACIA NEO,pharmacy,"185-A Barangay Bonifacio-Tanza, Iloilo City, Iloilo, Western Visayas (Region VI), 5000, Iloilo City, Iloilo",,
Saverx Drugstore,pharmacy,"Cartagena St, Barotac Nuevo, Iloilo",,
HUALDE PHARMACY,pharmacy,"Zone 3, Cabatuan, Iloilo",,
CT &amp; M PHARMACOPOEIA MARKETING,pharmacy,"GAT Bldg.,P. Tomaro Road, Araneta St., Sum-ag, Bacolod, Negros Occidental, Negros Island Region, 6100, Bacolod, Negros Occidental",,
FAMILYHEALTH &amp; BEAUTY CORP.,pharmacy,"GF SM Hypermarket Handumanan Bacolod, NEDF, Zone 4, Brgy. Handumanan, Bacolod, Negros Occidental, Negros Island Region, 6203, Bacolod, Negros Occidental",,
Farmacia Batallon,pharmacy,"Block 8 Bldg. D, Kenon St. Brgy. 7 Poblacion Isabela Public Market, Isabela, Negros Occidental",,
BOTICA PETER,pharmacy,"Centro Poblacion, Culasi, Antique, Western Visayas (Region VI), 5708, Culasi, Antique",,
ROSE PHARMACY,pharmacy,"160 E. Lopez St., Barangay Javellana, Jaro, Iloilo City, Iloilo",,
TUNER'S DRUGSTORE,pharmacy,"141 SIMON LEDESMA ST., BRGY. MA. CRISTINA, JARO, Iloilo City, Iloilo",,
MEDSCRIPTS PHARMACY,pharmacy,"Commonwealth Drive (Paho), Brgy. Poblacion Ilawod, Passi, Iloilo, Western Visayas (Region VI), 5037, Passi, Iloilo",,
Josmef Pharma Inc.,pharmacy,"Javellana E. Lopez St., Iloilo City, Iloilo",,
The Generics Pharmacy,pharmacy,"Saravia Commercial Building, I-Poblacion, Barangay 1 (Poblacion), Enrique B. Magalona, Negros Occidental",,
JMB POLYCLINIC AND PHARMACY,pharmacy,"San Miguel, Jordan, Guimaras, Western Visayas (Region VI), 5045, Jordan, Guimaras",,
Medcure Pharmacy,pharmacy,"Lot 9 Block 29, Corner Libertad Extension & Circumferential Road, Brgy. Taculing, Bacolod City, Negros Occidental",,
Silverlane Medical Coporation,pharmacy,"Zone IV, Brgy. Hibao-an Norte, Mandurriao, Iloilo City, Iloilo",,
ILOILO GRACE PHARMACY,pharmacy,"Maryville Bldg., Delgado St., Brgy. Edganzon, District of City Proper, Iloilo City, Iloilo, Western Visayas (Region VI), 5000, Iloilo City, Iloilo",,
SAN VICENTE DRUGSTORE,pharmacy,"Brgy. Balintawak, Escalante City, Negros Occidental",,
LORIEGA DRUGSTORE III,pharmacy,"Poblacion,, Culasi, Antique, Western Visayas (Region VI), 5708, Culasi, Antique",,
THE GENERICS PHARMACY,pharmacy,"54 Osmeña Ave., Brgy. II, Victorias, Negros Occidental, Negros Island Region, 6119, Victorias, Negros Occidental",,
KEN'S PHARMACY,pharmacy,"Barangay Culasi, Ajuy, Iloilo, Western Visayas (Region VI), 5012, Ajuy, Iloilo",,
STO. NIÃ‘O DE AREVALO DRUGSTORE,pharmacy,"19 Bonifacio St., Arevalo, Iloilo City, Iloilo, Western Visayas (Region VI), 5000, Iloilo City, Iloilo",,
GEN'S DRUG STATION,pharmacy,"Stall #125 & 126 Public Market, Pontevedra, Capiz, Western Visayas (Region VI), 5802, Pontevedra, Capiz",,
JM PHARMACY,pharmacy,"CONCORDIA, Nueva Valencia, Guimaras",,
FASOMINGO PHARMACY,pharmacy,"QUEZON ST. BRGY. MAT-Y (POB), Miagao, Iloilo",,
Gaudite Pharmacy,pharmacy,"Highway to Mabinay, Brgy. 1, Kabankalan City, Negros Occidental",,
ERIN'S FAMILY PHARMACY,pharmacy,"Quezon Street, Iloilo City, Iloilo",,
ST. BARAQUIEL PHARMACY,pharmacy,"Lot No. 2 (OLD ROAD) Cadastre, Barangay Jibolo, Janiuay, Iloilo",,
BB. LIFEMED PHARMACY,pharmacy,"Gamboa Building, Locarno St., Helvetia Heights, Circumferential Road, Brgy. Villamonte, Bacolod City, Negros Occidental",,
STO. NIÃ‘O DE AREVALO DRUGSTORE,pharmacy,"19 Bonifacio St., Arevalo, Iloilo City, Iloilo, Western Visayas (Region VI), 5000, Iloilo City, Iloilo",,
LADY PHARMACY,pharmacy,"Aldeguer St.,, Iloilo City, Iloilo, Western Visayas (Region VI), 5000, Iloilo City, Iloilo",,
GRACIOUS DRUG MART,pharmacy,"VSG Bldg., Stall #03, Jovita Fuentes St.,, Brgy. Inzo Arnaldo Village (Cadimahan),, Roxas, Capiz, Western Visayas (Region VI), 5800, Roxas, Capiz",,
FARMACIA THADDEUS,pharmacy,"Sto. Domingo St., San Joaquin, Iloilo, Western Visayas (Region VI), 5024, San Joaquin, Iloilo",,
FARMACIA NI DOK,pharmacy,"Ilawod, Pontevedra, Capiz",,
MDSB Drugmart,pharmacy,"DOOR NO. 1 RDV BUILDING DINSAY-ARIMAS STREET BRGY. ZONE IV, Murcia, Negros Occidental",,
The Generics Pharmacy,pharmacy,"Building 1080, Poblacion, President Roxas,, President Roxas, Capiz",,
I S MEDICINE CORNER,pharmacy,"Mc Arthur Drive, Tabuc Suba, Jaro, Iloilo City, Iloilo",,
JOMZ PHARMACY,pharmacy,"District III (Pob.), Sibalom, Antique",,
BUYRIGHT DRUGMART,pharmacy,"900 MAYON ST. BARANGAY VILLAMONTE, Bacolod City, Negros Occidental",,
JGC PHARMACY,pharmacy,"ISADA Building, Phase V Alta Tierra Village, Barangay Quintin Salas, Jaro, Iloilo City, Iloilo",,
E-CARE Multipurpose Cooperative (E-CAREMPC),pharmacy,"Water Village, Barangay Lawaan, Roxas City, Capiz",,
MERRYMART CONSUMER CORP.,pharmacy,"Quintin Salas Jaro, Iloilo City, Iloilo",,
Billones DrugStore,pharmacy,"Cor. Aguilar and Severino St., Brgy. IV , Hinigaran, Negros Occidental, Hinigaran, Negros Occidental",,
Valenzuela Pharmacy,pharmacy,"Brgy. Baldoza, Lapaz, Iloilo City, Iloilo",,
Deb Pharmacy,pharmacy,"Real St. Poblacion, Banate, Iloilo, Western Visayas (Region VI), 5010, Banate, Iloilo",,
NEW FARMACIA REGDAL,pharmacy,"184 JP Rizal St., Poblacion Banga, Banga, Aklan, Western Visayas (Region VI), 5601, Banga, Aklan",,
N and E Well Pharmacy,pharmacy,"Purok 5, Barangay Bantayan, Kabankalan, Negros Occidental, Negros Island Region, 6111, Kabankalan, Negros Occidental",,
FAMILYHEALTH &amp; BEAUTY CORP.,pharmacy,"GF U131-134 City Mall, F. Quimpo St., connecting Mabini & Toting Reyes Streets, Poblacion, , Kalibo, Aklan, Western Visayas (Region VI), 5600, Kalibo, Aklan",,
SOUTH STAR DRUG,pharmacy,"East 3 Center Burgos Ave. Ext., Barangay Villamonte, Bacolod City, Negros Occidental",,
Anaiah Pharmacy,pharmacy,"Vera Street Purok Yulo Brgy Sum-ag, Bacolod City, Negros Occidental",,
PRODRUG PHARMACY,pharmacy,"Melliza St., Brgy. Poblacion Ilaud, Zarraga, Iloilo, Western Visayas (Region VI), 5004, Zarraga, Iloilo",,
YSNC PHARMA AND MEDICAL SUPPLIES TRADING,pharmacy,"Barangay Poblacion, President Roxas, Capiz",,
EZ DRUGSTORE,pharmacy,"Prk. Lumboy, Brgy. Rizal, Escalante City, Negros Occidental",,
KAZZ N' ZAIN PHARMA-MART,pharmacy,"URIARTE SUBD, BRGY 3, LA CARLOTA CITY, La Carlota City, Negros Occidental",,
SOUTH STAR DRUG,pharmacy,"GF 03-04 Gaisano Capital Iloillo City Center Mall, Diversion Road, Barangay San Rafael, Mandurriao, Iloilo City, Iloilo",,
ROSE PHARMACY,pharmacy,"Anacleta Bldg., cor., Burgos-Magdalo Sts., Brgy. Magdalo, La Paz, Iloilo City, Iloilo, Western Visayas (Region VI), 5000, Iloilo City, Iloilo",,
FARMACIA LUCIA,pharmacy,"Rizal St., Ilawod,, Public Market, , Pontevedra, Capiz, Western Visayas (Region VI), 5802, Pontevedra, Capiz",,
CONFLUENCE HEALTH AND WELLNESS PRODUCTS,pharmacy,"Level 1-352 Shophouse, Robinsons Place Iloilo, De Leon Street, Barangay Roxas Village, Iloilo City, Iloilo, Western Visayas (Region VI), 5000, Iloilo City, Iloilo",,
JADIS PHARMACY,pharmacy,"Purok. Crotons A, Brgy. Old, Sagay, Negros Occidental, Negros Island Region, 6122, Sagay, Negros Occidental",,
MAYO'S PHARMACY,pharmacy,"S&Y Building, POBLACION TAKAS, Cuartero, Capiz, Western Visayas (Region VI), 5811, Cuartero, Capiz",,
Farmacia Trez Marias,pharmacy,"Tubungan Public Market, Zone II Poblacion, Tubungan, Iloilo, Western Visayas (Region VI), 5027, Tubungan, Iloilo",,
BOTICA ST. ROCH,pharmacy,"BLK. 3,4,5,8,47 & 48, VCC, BARANGAY II, Victorias City, Negros Occidental",,
DMG PHARMACY,pharmacy,"Barangay Mc Lain, Buenavista, Guimaras, Western Visayas (Region VI), 5044, Buenavista, Guimaras",,
GCARE III DRUGSTORE,pharmacy,"Brgy. Poblacion, Banate, Iloilo",,
NL Pharmacy,pharmacy,"Sta. Cruz St., Brgy. Poblacion, Jamindan, Capiz",,
GR8HEALTH PHARMACY,pharmacy,"Dessa St., Poblacion, New Lucena, Iloilo",,
C. CORDERO DRUG,pharmacy,"Dueñas Public Market, Dueñas, Dueñas, Iloilo, Western Visayas (Region VI), 5038, Dueñas, Iloilo",,
GJ Pharmacy,pharmacy,"Barangay East, Candoni, Negros Occidental",,
THE GENERICS PHARMACY,pharmacy,"POBLACION TAKAS, Cuartero, Capiz",,
AMW PHARMACY,pharmacy,"Brgy. Atabay, San Jose, Antique",,
AVISTCOR DRUGSTORE,pharmacy,"National Highway, Prk. Commercial, Brgy. Paraiso, Sagay, Negros Occidental, Negros Island Region, 6122, Sagay, Negros Occidental",,
Josmef Pharma Inc.,pharmacy,"Casa Plaza, cor. Gen. Luna St., Brgy. Danao, Iloilo City, Iloilo",,
CATINOY DRUGSTORE,pharmacy,"PUROK TUBURAN, BARANGAY TAPI, Kabankalan City, Negros Occidental",,
First Floral Hills Pharmacy,pharmacy,"131 National Road, Poblacion, Belison, Antique, Western Visayas (Region VI), 5701, Belison, Antique",,
HONEY'S RESIDENTIAL DRUGSTORE,pharmacy,"Hanglid, President Roxas, Capiz, Western Visayas (Region VI), 5803, President Roxas, Capiz",,
PINILI DEVELOPMENT COOPERATIVE,pharmacy,"Sollesta St., Poblacion, New Lucena, Iloilo",,
Fourth Pharmacy,pharmacy,"Paul T. Guanco, Brgy. Mohon, Arevalo, Iloilo City, Iloilo",,
ILOILO GRACE PHARMACY,pharmacy,"Ground Floor Robinson's Place Iloilo, cor. Quezon de Leon Sts., Iloilo City, Iloilo, Western Visayas (Region VI), 5000, Iloilo City, Iloilo",,
SHAMS PHARMACY,pharmacy,"Arroyo St., Brgy. Zone V, Santa Barbara, Iloilo, Western Visayas (Region VI), 5002, Santa Barbara, Iloilo",,
PTP PHARMACY,pharmacy,"Corner San  Sebastian-Gatuslao Street, Barangay 15, Bacolod City, Negros Occidental",,
Healthy Express Drugmart,pharmacy,"Brgy. Balabag, Pavia, Iloilo",,
MADELEINE PHARMACY,pharmacy,"CDT REAL ESTATE PROPERTY LEASING, MAYOR M. DIONELA STREET, CENTRO NORTE, Pandan, Antique, Western Visayas (Region VI), 5712, Pandan, Antique",,
SOUTH STAR DRUG,pharmacy,"Robinsons Purok 5, Brgy. San Angel, San Jose de Buenavista, Antique",,
DJAM II PHARMACY,pharmacy,"ST. MICHAEL SUBD., BRGY. ALICANTE, Enrique B. Magalona, Negros Occidental",,
BOTIKA AMARIS,pharmacy,"Barangay IV, Victorias, Negros Occidental, Negros Island Region, 6119, Victorias, Negros Occidental",,
JIMSCURE PHARMACY,pharmacy,"M. H. Del Pilar St., , Barotac Nuevo, Iloilo, Western Visayas (Region VI), 5007, Barotac Nuevo, Iloilo",,
FLORTON DRUGSTORE,pharmacy,"San Roque St., Loctugan, Roxas, Capiz, Western Visayas (Region VI), 5800, Roxas, Capiz",,
JDY DRUSTORE,pharmacy,"Quezon street, Poblacion, Madalag, Aklan, Western Visayas (Region VI), 5603, Madalag, Aklan",,
HQ CURE CENTER CORPORATION,pharmacy,"J.C. Zulueta St.,, Poblacion South, Oton, Iloilo",,
RGY\'S DRUGSTORE,pharmacy,"174 Burgos Extension, Camingawan, Estefania, Bacolod City, Negros Occidental",,
CULASI PHARMACY,pharmacy,"Paglaum Street, Brgy. Culasi, Ajuy, Iloilo",,
JA'S MEDICINE CORNER,pharmacy,"Lopez Jaena St., Dumangas, Iloilo, Western Visayas (Region VI), 5006, Dumangas, Iloilo",,
EDNEL PHARMACY,pharmacy,"Villareal Highway, Poblacion Tabuc, Mambusao, Capiz, Western Visayas (Region VI), 5807, Mambusao, Capiz",,
Adeline Pharmacy,pharmacy,"Penaranda St, Baybay Sur, Miagao, Iloilo, Western Visayas (Region VI), 5023, Miagao, Iloilo",,
CONFLUENCE HEALTH &amp; WELLNESS PRODUCTS,pharmacy,"Barangay Poblacion, Zone I, Estancia, Iloilo",,
HEALTHY EXPRESS DRUGMART,pharmacy,"BURGOS ST., LAPAZ, Iloilo City, Iloilo",,
EVZ PHARMACY,pharmacy,"Cor. Arroyo St., La Paz, Iloilo City, Iloilo, Western Visayas (Region VI), 5000, Iloilo City, Iloilo",,
WILLTHON DRUGSTORE,pharmacy,"Barangay Poblacion VIII, Roxas, Capiz, Western Visayas (Region VI), 5800, Roxas, Capiz",,
GUIMCARE PHARMACY,pharmacy,"Cabalagnan, Nueva Valencia, Guimaras, Nueva Valencia, Guimaras, Western Visayas (Region VI), 5046, Nueva Valencia, Guimaras",,
"WATSONS PERSONAL CARE STORES (PHILIPPINES), INC.",pharmacy,"Jomabo Bldg., along Nat'l Highway, corner Roxas St., Barangay Poblacion II, Sagay City, Negros Occidental",,
Medicruz Pharmacy,pharmacy,"Lopez Jaena Street,, Brgy., Poblacion, Iloilo City, Iloilo, Western Visayas (Region VI), 5000, Iloilo City, Iloilo",,
NEGROS GRACE PHARMACY,pharmacy,"Gaisano Grand Kabankalan, Tan Lorenzo Street, Barangay 1, Kabankalan, Negros Occidental",,
KEEPEE  DRUGSTORE,pharmacy,"2 GEN. HUGHES ST., CITY PROPER, Iloilo City, Iloilo",,
Richvill Drugstore,pharmacy,"Dr. 1 Dinsay-Arimas St., Brgy. Zone IV, Murcia, Negros Occidental",,
Rose Pharmacy,pharmacy,"LMJ Bldg Zone II, Mc Arthur Hiway Tagbac, Jaro, Iloilo City, Iloilo",,
THREE VERGELS PHARMACY,pharmacy,"D Rodrigo Street. Sum-ag, Bacolod City, Negros Occidental",,
